disease,ID
Oculocerebrorenal Syndrome,C18.452.648.151.600
"Amyloidosis, Familial",C18.452.648.176
"Amyloid Neuropathies, Familial",C18.452.648.176.050
"Cerebral Amyloid Angiopathy, Familial",C18.452.648.176.160
"Brain Diseases, Metabolic, Inborn",C18.452.648.189
Adrenoleukodystrophy,C18.452.648.189.084
"Cerebral Amyloid Angiopathy, Familial",C18.452.648.189.168
Galactosemias,C18.452.648.189.320
Hartnup Disease,C18.452.648.189.355
Hepatolenticular Degeneration,C18.452.648.189.360
Hereditary Central Nervous System Demyelinating Diseases,C18.452.648.189.362
Adrenoleukodystrophy,C18.452.648.189.362.250
Alexander Disease,C18.452.648.189.362.312
Canavan Disease,C18.452.648.189.362.375
"Leukodystrophy, Globoid Cell",C18.452.648.189.362.500
"Leukodystrophy, Metachromatic",C18.452.648.189.362.550
Pelizaeus-Merzbacher Disease,C18.452.648.189.362.775
Homocystinuria,C18.452.648.189.365
"Hyperglycinemia, Nonketotic",C18.452.648.189.375
Hyperlysinemias,C18.452.648.189.380
Leigh Disease,C18.452.648.189.412
Lesch-Nyhan Syndrome,C18.452.648.189.425
"Lysosomal Storage Diseases, Nervous System",C18.452.648.189.435
Fucosidosis,C18.452.648.189.435.295
Glycogen Storage Disease Type II,C18.452.648.189.435.340
Mucolipidoses,C18.452.648.189.435.590
Sialic Acid Storage Disease,C18.452.648.189.435.810
Sphingolipidoses,C18.452.648.189.435.825
Fabry Disease,C18.452.648.189.435.825.200
Farber Lipogranulomatosis,C18.452.648.189.435.825.250
Gangliosidoses,C18.452.648.189.435.825.300
"Gangliosidoses, GM2",C18.452.648.189.435.825.300.300
Sandhoff Disease,C18.452.648.189.435.825.300.300.249
Tay-Sachs Disease,C18.452.648.189.435.825.300.300.500
"Tay-Sachs Disease, AB Variant",C18.452.648.189.435.825.300.300.750
"Gangliosidosis, GM1",C18.452.648.189.435.825.300.400
Gaucher Disease,C18.452.648.189.435.825.400
"Leukodystrophy, Globoid Cell",C18.452.648.189.435.825.590
Niemann-Pick Diseases,C18.452.648.189.435.825.700
"Niemann-Pick Disease, Type A",C18.452.648.189.435.825.700.500
"Niemann-Pick Disease, Type B",C18.452.648.189.435.825.700.750
"Niemann-Pick Disease, Type C",C18.452.648.189.435.825.700.875
Sea-Blue Histiocyte Syndrome,C18.452.648.189.435.825.775
Sulfatidosis,C18.452.648.189.435.825.850
"Leukodystrophy, Metachromatic",C18.452.648.189.435.825.850.500
Multiple Sulfatase Deficiency Disease,C18.452.648.189.435.825.850.750
Maple Syrup Urine Disease,C18.452.648.189.520
MELAS Syndrome,C18.452.648.189.535
Menkes Kinky Hair Syndrome,C18.452.648.189.540
MERRF Syndrome,C18.452.648.189.545
Mevalonate Kinase Deficiency,C18.452.648.189.593
Oculocerebrorenal Syndrome,C18.452.648.189.640
Phenylketonurias,C18.452.648.189.687
"Phenylketonuria, Maternal",C18.452.648.189.687.500
Pyruvate Carboxylase Deficiency Disease,C18.452.648.189.725
Pyruvate Dehydrogenase Complex Deficiency Disease,C18.452.648.189.750
Refsum Disease,C18.452.648.189.813
"Refsum Disease, Infantile",C18.452.648.189.844
Tyrosinemias,C18.452.648.189.875
"Urea Cycle Disorders, Inborn",C18.452.648.189.937
Argininosuccinic Aciduria,C18.452.648.189.937.124
Carbamoyl-Phosphate Synthase I Deficiency Disease,C18.452.648.189.937.249
Citrullinemia,C18.452.648.189.937.374
Hyperargininemia,C18.452.648.189.937.437
Ornithine Carbamoyltransferase Deficiency Disease,C18.452.648.189.937.500
Zellweger Syndrome,C18.452.648.189.968
"Carbohydrate Metabolism, Inborn Errors",C18.452.648.202
Congenital Disorders of Glycosylation,C18.452.648.202.125
"Fructose Metabolism, Inborn Errors",C18.452.648.202.251
"Fructose-1,6-Diphosphatase Deficiency",C18.452.648.202.251.221
Fructose Intolerance,C18.452.648.202.251.271
Fucosidosis,C18.452.648.202.303
Galactosemias,C18.452.648.202.355
Glucosephosphate Dehydrogenase Deficiency,C18.452.648.202.402
Glycogen Storage Disease,C18.452.648.202.449
Glycogen Storage Disease Type I,C18.452.648.202.449.448
Glycogen Storage Disease Type II,C18.452.648.202.449.500
Glycogen Storage Disease Type IIb,C18.452.648.202.449.510
Glycogen Storage Disease Type III,C18.452.648.202.449.520
Glycogen Storage Disease Type IV,C18.452.648.202.449.540
Glycogen Storage Disease Type V,C18.452.648.202.449.560
Glycogen Storage Disease Type VI,C18.452.648.202.449.580
Glycogen Storage Disease Type VII,C18.452.648.202.449.600
Glycogen Storage Disease Type VIII,C18.452.648.202.449.620
"Hyperoxaluria, Primary",C18.452.648.202.460
Lactose Intolerance,C18.452.648.202.589
Mannosidase Deficiency Diseases,C18.452.648.202.607
alpha-Mannosidosis,C18.452.648.202.607.500
beta-Mannosidosis,C18.452.648.202.607.750
Mucolipidoses,C18.452.648.202.670
Mucopolysaccharidoses,C18.452.648.202.715
Mucopolysaccharidosis I,C18.452.648.202.715.640
Mucopolysaccharidosis II,C18.452.648.202.715.645
Mucopolysaccharidosis III,C18.452.648.202.715.650
Mucopolysaccharidosis IV,C18.452.648.202.715.655
Mucopolysaccharidosis VI,C18.452.648.202.715.670
Mucopolysaccharidosis VII,C18.452.648.202.715.675
Multiple Carboxylase Deficiency,C18.452.648.202.720
Biotinidase Deficiency,C18.452.648.202.720.100
Holocarboxylase Synthetase Deficiency,C18.452.648.202.720.380
"Pyruvate Metabolism, Inborn Errors",C18.452.648.202.810
Leigh Disease,C18.452.648.202.810.444
Pyruvate Carboxylase Deficiency Disease,C18.452.648.202.810.666
Pyruvate Dehydrogenase Complex Deficiency Disease,C18.452.648.202.810.766
"Hyperbilirubinemia, Hereditary",C18.452.648.300
Crigler-Najjar Syndrome,C18.452.648.300.281
Gilbert Disease,C18.452.648.300.528
"Jaundice, Chronic Idiopathic",C18.452.648.300.764
"Lipid Metabolism, Inborn Errors",C18.452.648.398
Barth Syndrome,C18.452.648.398.224
"Hyperlipidemia, Familial Combined",C18.452.648.398.450
Hyperlipoproteinemia Type I,C18.452.648.398.465
Hyperlipoproteinemia Type II,C18.452.648.398.481
Hyperlipoproteinemia Type III,C18.452.648.398.483
Hyperlipoproteinemia Type IV,C18.452.648.398.487
Hyperlipoproteinemia Type V,C18.452.648.398.493
Hypolipoproteinemias,C18.452.648.398.500
Hypoalphalipoproteinemias,C18.452.648.398.500.330
Lecithin Cholesterol Acyltransferase Deficiency,C18.452.648.398.500.330.500
Tangier Disease,C18.452.648.398.500.330.750
Hypobetalipoproteinemias,C18.452.648.398.500.440
Abetalipoproteinemia,C18.452.648.398.500.440.500
Lipidoses,C18.452.648.398.641
Cholesterol Ester Storage Disease,C18.452.648.398.641.201
Wolman Disease,C18.452.648.398.641.201.500
Neuronal Ceroid-Lipofuscinoses,C18.452.648.398.641.509
Sjogren-Larsson Syndrome,C18.452.648.398.641.723
Sphingolipidoses,C18.452.648.398.641.803
Fabry Disease,C18.452.648.398.641.803.300
Farber Lipogranulomatosis,C18.452.648.398.641.803.325
Gangliosidoses,C18.452.648.398.641.803.350
"Gangliosidoses, GM2",C18.452.648.398.641.803.350.300
Sandhoff Disease,C18.452.648.398.641.803.350.300.700
Tay-Sachs Disease,C18.452.648.398.641.803.350.300.850
"Tay-Sachs Disease, AB Variant",C18.452.648.398.641.803.350.300.925
"Gangliosidosis, GM1",C18.452.648.398.641.803.350.360
Gaucher Disease,C18.452.648.398.641.803.441
"Leukodystrophy, Globoid Cell",C18.452.648.398.641.803.585
Niemann-Pick Diseases,C18.452.648.398.641.803.730
"Niemann-Pick Disease, Type A",C18.452.648.398.641.803.730.500
"Niemann-Pick Disease, Type B",C18.452.648.398.641.803.730.750
"Niemann-Pick Disease, Type C",C18.452.648.398.641.803.730.875
Sea-Blue Histiocyte Syndrome,C18.452.648.398.641.803.850
Sulfatidosis,C18.452.648.398.641.803.925
"Leukodystrophy, Metachromatic",C18.452.648.398.641.803.925.500
Multiple Sulfatase Deficiency Disease,C18.452.648.398.641.803.925.750
"Lipodystrophy, Congenital Generalized",C18.452.648.398.745
Smith-Lemli-Opitz Syndrome,C18.452.648.398.850
"Xanthomatosis, Cerebrotendinous",C18.452.648.398.925
Lysosomal Storage Diseases,C18.452.648.595
Aspartylglucosaminuria,C18.452.648.595.100
Cholesterol Ester Storage Disease,C18.452.648.595.201
Wolman Disease,C18.452.648.595.201.500
Cystinosis,C18.452.648.595.377
"Lysosomal Storage Diseases, Nervous System",C18.452.648.595.554
Fucosidosis,C18.452.648.595.554.295
Glycogen Storage Disease Type II,C18.452.648.595.554.340
Mucolipidoses,C18.452.648.595.554.590
Sialic Acid Storage Disease,C18.452.648.595.554.810
Sphingolipidoses,C18.452.648.595.554.825
Fabry Disease,C18.452.648.595.554.825.200
Farber Lipogranulomatosis,C18.452.648.595.554.825.250
Gangliosidoses,C18.452.648.595.554.825.300
"Gangliosidoses, GM2",C18.452.648.595.554.825.300.300
Sandhoff Disease,C18.452.648.595.554.825.300.300.800
Tay-Sachs Disease,C18.452.648.595.554.825.300.300.840
"Tay-Sachs Disease, AB Variant",C18.452.648.595.554.825.300.300.920
"Gangliosidosis, GM1",C18.452.648.595.554.825.300.400
Gaucher Disease,C18.452.648.595.554.825.400
"Leukodystrophy, Globoid Cell",C18.452.648.595.554.825.590
Niemann-Pick Diseases,C18.452.648.595.554.825.700
"Niemann-Pick Disease, Type A",C18.452.648.595.554.825.700.500
"Niemann-Pick Disease, Type B",C18.452.648.595.554.825.700.750
"Niemann-Pick Disease, Type C",C18.452.648.595.554.825.700.875
Sea-Blue Histiocyte Syndrome,C18.452.648.595.554.825.775
Sulfatidosis,C18.452.648.595.554.825.850
"Leukodystrophy, Metachromatic",C18.452.648.595.554.825.850.500
Multiple Sulfatase Deficiency Disease,C18.452.648.595.554.825.850.750
Mannosidase Deficiency Diseases,C18.452.648.595.577
alpha-Mannosidosis,C18.452.648.595.577.500
beta-Mannosidosis,C18.452.648.595.577.750
Mucopolysaccharidoses,C18.452.648.595.600
Mucopolysaccharidosis I,C18.452.648.595.600.640
Mucopolysaccharidosis II,C18.452.648.595.600.645
Mucopolysaccharidosis III,C18.452.648.595.600.650
Mucopolysaccharidosis IV,C18.452.648.595.600.655
Mucopolysaccharidosis VI,C18.452.648.595.600.670
Mucopolysaccharidosis VII,C18.452.648.595.600.675
Pycnodysostosis,C18.452.648.595.800
"Metal Metabolism, Inborn Errors",C18.452.648.618
Hemochromatosis,C18.452.648.618.337
Hepatolenticular Degeneration,C18.452.648.618.403
Hypophosphatasia,C18.452.648.618.482
"Hypophosphatemia, Familial",C18.452.648.618.544
Familial Hypophosphatemic Rickets,C18.452.648.618.544.500
Menkes Kinky Hair Syndrome,C18.452.648.618.590
"Paralyses, Familial Periodic",C18.452.648.618.711
Hypokalemic Periodic Paralysis,C18.452.648.618.711.550
"Paralysis, Hyperkalemic Periodic",C18.452.648.618.711.600
Pseudohypoparathyroidism,C18.452.648.618.815
Pseudopseudohypoparathyroidism,C18.452.648.618.815.815
Peroxisomal Disorders,C18.452.648.663
Acatalasia,C18.452.648.663.050
Adrenoleukodystrophy,C18.452.648.663.100
"Chondrodysplasia Punctata, Rhizomelic",C18.452.648.663.265
Mevalonate Kinase Deficiency,C18.452.648.663.430
Refsum Disease,C18.452.648.663.760
"Refsum Disease, Infantile",C18.452.648.663.865
Zellweger Syndrome,C18.452.648.663.970
Progeria,C18.452.648.753
"Purine-Pyrimidine Metabolism, Inborn Errors",C18.452.648.798
Dihydropyrimidine Dehydrogenase Deficiency,C18.452.648.798.183
Gout,C18.452.648.798.368
"Arthritis, Gouty",C18.452.648.798.368.410
Lesch-Nyhan Syndrome,C18.452.648.798.594
"Renal Tubular Transport, Inborn Errors",C18.452.648.861
"Acidosis, Renal Tubular",C18.452.648.861.093
Dent Disease,C18.452.648.861.271
Fanconi Syndrome,C18.452.648.861.450
Gitelman Syndrome,C18.452.648.861.491
"Glycosuria, Renal",C18.452.648.861.532
"Hypophosphatemia, Familial",C18.452.648.861.647
Familial Hypophosphatemic Rickets,C18.452.648.861.647.500
Liddle Syndrome,C18.452.648.861.698
Oculocerebrorenal Syndrome,C18.452.648.861.750
Pseudohypoaldosteronism,C18.452.648.861.770
Renal Aminoacidurias,C18.452.648.861.885
Cystinuria,C18.452.648.861.885.250
"Steroid Metabolism, Inborn Errors",C18.452.648.925
"Adrenal Hyperplasia, Congenital",C18.452.648.925.249
Antley-Bixler Syndrome Phenotype,C18.452.648.925.324
"Ichthyosis, X-Linked",C18.452.648.925.400
"Mineralocorticoid Excess Syndrome, Apparent",C18.452.648.925.500
Smith-Lemli-Opitz Syndrome,C18.452.648.925.875
Mitochondrial Diseases,C18.452.660
Carbamoyl-Phosphate Synthase I Deficiency Disease,C18.452.660.097
Cytochrome-c Oxidase Deficiency,C18.452.660.195
Friedreich Ataxia,C18.452.660.300
Kearns-Sayre Syndrome,C18.452.660.410
Leigh Disease,C18.452.660.520
Mitochondrial Myopathies,C18.452.660.560
Mitochondrial Encephalomyopathies,C18.452.660.560.620
MELAS Syndrome,C18.452.660.560.620.520
MERRF Syndrome,C18.452.660.560.620.530
"Ophthalmoplegia, Chronic Progressive External",C18.452.660.560.700
Kearns-Sayre Syndrome,C18.452.660.560.700.500
Multiple Acyl Coenzyme A Dehydrogenase Deficiency,C18.452.660.612
"Optic Atrophy, Autosomal Dominant",C18.452.660.665
"Optic Atrophy, Hereditary, Leber",C18.452.660.670
Pyruvate Carboxylase Deficiency Disease,C18.452.660.705
Pyruvate Dehydrogenase Complex Deficiency Disease,C18.452.660.710
Phosphorus Metabolism Disorders,C18.452.750
Hyperphosphatemia,C18.452.750.199
Hypophosphatemia,C18.452.750.400
"Hypophosphatemia, Familial",C18.452.750.400.500
Familial Hypophosphatemic Rickets,C18.452.750.400.500.500
"Rickets, Hypophosphatemic",C18.452.750.400.750
Familial Hypophosphatemic Rickets,C18.452.750.400.750.500
Porphyrias,C18.452.811
"Porphyria, Erythropoietic",C18.452.811.250
"Porphyrias, Hepatic",C18.452.811.400
"Coproporphyria, Hereditary",C18.452.811.400.074
"Porphyria, Acute Intermittent",C18.452.811.400.150
Porphyria Cutanea Tarda,C18.452.811.400.250
"Porphyria, Hepatoerythropoietic",C18.452.811.400.437
"Porphyria, Variegate",C18.452.811.400.625
"Protoporphyria, Erythropoietic",C18.452.811.400.812
Proteostasis Deficiencies,C18.452.845
Amyloidosis,C18.452.845.500
Amyloid Neuropathies,C18.452.845.500.050
"Amyloid Neuropathies, Familial",C18.452.845.500.050.050
"Amyloidosis, Familial",C18.452.845.500.075
"Amyloid Neuropathies, Familial",C18.452.845.500.075.050
"Cerebral Amyloid Angiopathy, Familial",C18.452.845.500.075.160
Cerebral Amyloid Angiopathy,C18.452.845.500.100
"Cerebral Amyloid Angiopathy, Familial",C18.452.845.500.100.160
Immunoglobulin Light-chain Amyloidosis,C18.452.845.500.550
TDP-43 Proteinopathies,C18.452.845.800
Amyotrophic Lateral Sclerosis,C18.452.845.800.050
Frontotemporal Lobar Degeneration,C18.452.845.800.300
Frontotemporal Dementia,C18.452.845.800.300.299
Primary Progressive Nonfluent Aphasia,C18.452.845.800.300.600
"Skin Diseases, Metabolic",C18.452.880
Lipodystrophy,C18.452.880.391
HIV-Associated Lipodystrophy Syndrome,C18.452.880.391.400
"Lipodystrophy, Congenital Generalized",C18.452.880.391.550
"Lipodystrophy, Familial Partial",C18.452.880.391.700
Necrobiosis Lipoidica,C18.452.880.495
Wasting Syndrome,C18.452.915
HIV Wasting Syndrome,C18.452.915.520
Water-Electrolyte Imbalance,C18.452.950
Dehydration,C18.452.950.179
Hypercalcemia,C18.452.950.340
Hyperkalemia,C18.452.950.396
Hypernatremia,C18.452.950.452
Hypocalcemia,C18.452.950.509
Hypokalemia,C18.452.950.565
Hyponatremia,C18.452.950.620
Inappropriate ADH Syndrome,C18.452.950.626
Water Intoxication,C18.452.950.932
Nutrition Disorders,C18.654
Child Nutrition Disorders,C18.654.180
Hypervitaminosis A,C18.654.301
Infant Nutrition Disorders,C18.654.422
Vitamin K Deficiency Bleeding,C18.654.422.360
Malnutrition,C18.654.521
Deficiency Diseases,C18.654.521.500
Avitaminosis,C18.654.521.500.133
Ascorbic Acid Deficiency,C18.654.521.500.133.115
Scurvy,C18.654.521.500.133.115.661
Vitamin A Deficiency,C18.654.521.500.133.628
Vitamin B Deficiency,C18.654.521.500.133.699
Choline Deficiency,C18.654.521.500.133.699.160
Folic Acid Deficiency,C18.654.521.500.133.699.308
Hyperhomocysteinemia,C18.654.521.500.133.699.418
Pellagra,C18.654.521.500.133.699.529
Riboflavin Deficiency,C18.654.521.500.133.699.713
Thiamine Deficiency,C18.654.521.500.133.699.827
Beriberi,C18.654.521.500.133.699.827.223
Wernicke Encephalopathy,C18.654.521.500.133.699.827.822
Vitamin B 6 Deficiency,C18.654.521.500.133.699.901
Vitamin B 12 Deficiency,C18.654.521.500.133.699.923
"Anemia, Pernicious",C18.654.521.500.133.699.923.280
Subacute Combined Degeneration,C18.654.521.500.133.699.923.640
Vitamin D Deficiency,C18.654.521.500.133.770
Rickets,C18.654.521.500.133.770.734
Osteomalacia,C18.654.521.500.133.770.734.640
Chronic Kidney Disease-Mineral and Bone Disorder,C18.654.521.500.133.770.734.750
"Rickets, Hypophosphatemic",C18.654.521.500.133.770.734.875
Familial Hypophosphatemic Rickets,C18.654.521.500.133.770.734.875.500
Vitamin E Deficiency,C18.654.521.500.133.841
Steatitis,C18.654.521.500.133.841.682
Vitamin K Deficiency,C18.654.521.500.133.912
Vitamin K Deficiency Bleeding,C18.654.521.500.133.912.360
Magnesium Deficiency,C18.654.521.500.439
Potassium Deficiency,C18.654.521.500.617
Protein Deficiency,C18.654.521.500.708
Protein-Energy Malnutrition,C18.654.521.500.708.626
Swayback,C18.654.521.500.857
Fetal Nutrition Disorders,C18.654.521.625
Refeeding Syndrome,C18.654.521.687
Severe Acute Malnutrition,C18.654.521.719
Kwashiorkor,C18.654.521.719.500
Starvation,C18.654.521.750
Overnutrition,C18.654.726
Obesity,C18.654.726.500
Obesity Hypoventilation Syndrome,C18.654.726.500.695
"Obesity, Abdominal",C18.654.726.500.697
"Obesity, Metabolically Benign",C18.654.726.500.698
"Obesity, Morbid",C18.654.726.500.700
Pediatric Obesity,C18.654.726.500.720
Prader-Willi Syndrome,C18.654.726.500.740
Wasting Syndrome,C18.654.940
HIV Wasting Syndrome,C18.654.940.520
Endocrine System Diseases,C19
Adrenal Gland Diseases,C19.053
Adrenal Cortex Diseases,C19.053.098
Adrenal Cortex Neoplasms,C19.053.098.265
Adrenocortical Adenoma,C19.053.098.265.500
Adrenocortical Carcinoma,C19.053.098.265.750
Adrenal Gland Neoplasms,C19.053.347
Adrenal Cortex Neoplasms,C19.053.347.500
Adrenocortical Adenoma,C19.053.347.500.500
Adrenocortical Carcinoma,C19.053.347.500.750
"Adrenal Hyperplasia, Congenital",C19.053.440
Adrenal Insufficiency,C19.053.500
Addison Disease,C19.053.500.263
"Hypoadrenocorticism, Familial",C19.053.500.263.500
Adrenoleukodystrophy,C19.053.500.270
Hypoaldosteronism,C19.053.500.480
Waterhouse-Friderichsen Syndrome,C19.053.500.740
Adrenocortical Hyperfunction,C19.053.800
Cushing Syndrome,C19.053.800.367
Hyperaldosteronism,C19.053.800.604
Bartter Syndrome,C19.053.800.604.249
"Bone Diseases, Endocrine",C19.149
Diabetes Mellitus,C19.246
Diabetes Complications,C19.246.099
Diabetic Angiopathies,C19.246.099.500
Diabetic Foot,C19.246.099.500.191
Diabetic Retinopathy,C19.246.099.500.382
Diabetic Cardiomyopathies,C19.246.099.625
Diabetic Coma,C19.246.099.750
Hyperglycemic Hyperosmolar Nonketotic Coma,C19.246.099.750.490
Diabetic Ketoacidosis,C19.246.099.812
Diabetic Nephropathies,C19.246.099.875
Diabetic Neuropathies,C19.246.099.937
Diabetic Foot,C19.246.099.937.250
Fetal Macrosomia,C19.246.099.968
"Diabetes, Gestational",C19.246.200
"Diabetes Mellitus, Experimental",C19.246.240
"Diabetes Mellitus, Type 1",C19.246.267
Wolfram Syndrome,C19.246.267.960
"Diabetes Mellitus, Type 2",C19.246.300
"Diabetes Mellitus, Lipoatrophic",C19.246.300.500
Donohue Syndrome,C19.246.537
Latent Autoimmune Diabetes in Adults,C19.246.656
Prediabetic State,C19.246.774
Dwarfism,C19.297
Congenital Hypothyroidism,C19.297.155
"Dwarfism, Pituitary",C19.297.312
Laron Syndrome,C19.297.656
Endocrine Gland Neoplasms,C19.344
Adrenal Gland Neoplasms,C19.344.078
Adrenal Cortex Neoplasms,C19.344.078.265
Adrenocortical Adenoma,C19.344.078.265.500
Adrenocortical Carcinoma,C19.344.078.265.750
Multiple Endocrine Neoplasia,C19.344.400
Multiple Endocrine Neoplasia Type 1,C19.344.400.500
Multiple Endocrine Neoplasia Type 2a,C19.344.400.505
Multiple Endocrine Neoplasia Type 2b,C19.344.400.510
Ovarian Neoplasms,C19.344.410
"Carcinoma, Ovarian Epithelial",C19.344.410.199
Granulosa Cell Tumor,C19.344.410.398
Hereditary Breast and Ovarian Cancer Syndrome,C19.344.410.431
Luteoma,C19.344.410.464
Meigs Syndrome,C19.344.410.531
Sertoli-Leydig Cell Tumor,C19.344.410.648
Thecoma,C19.344.410.765
Pancreatic Neoplasms,C19.344.421
"Adenoma, Islet Cell",C19.344.421.249
Insulinoma,C19.344.421.249.500
"Carcinoma, Islet Cell",C19.344.421.500
Gastrinoma,C19.344.421.500.124
Glucagonoma,C19.344.421.500.249
Somatostatinoma,C19.344.421.500.500
Vipoma,C19.344.421.500.750
"Carcinoma, Pancreatic Ductal",C19.344.421.750
Pancreatic Intraductal Neoplasms,C19.344.421.875
Paraneoplastic Endocrine Syndromes,C19.344.473
Parathyroid Neoplasms,C19.344.525
Pituitary Neoplasms,C19.344.609
ACTH-Secreting Pituitary Adenoma,C19.344.609.145
Nelson Syndrome,C19.344.609.145.500
Growth Hormone-Secreting Pituitary Adenoma,C19.344.609.292
Prolactinoma,C19.344.609.792
Testicular Neoplasms,C19.344.762
Sertoli-Leydig Cell Tumor,C19.344.762.500
Leydig Cell Tumor,C19.344.762.500.249
Sertoli Cell Tumor,C19.344.762.500.500
